no,date_post,username,tweet,klasifikasi
731,2023-03-09 18:15:47 SE Asia Standard Time,beritakinib,Dewan Perniagaan AS menyeru kepada peraturan AI -  https://t.co/IjRkG1Ja2u WASHINGTON (Reuters) – Dewan Perniagaan AS pada Khamis menggesa pengawalseliaan teknologi kecerdas,error
732,2023-03-09 18:07:53 SE Asia Standard Time,bigboxcoid,"Ketika berbicara tentang teknologi di industri bisnis sering kali terdengar istilah AI, machine learning, dan deep learning. Ketahui perbedaan antara ketiga teknologi ini untuk dapat memilih teknologi yang tepat untuk kebutuhan bisnis kamu melalui post berikut ini!  https://t.co/8sAbmF4O5P",Netral
733,2023-03-09 17:00:01 SE Asia Standard Time,amirudinshari,Pengurusan jelapang padi di Selangor mengaplikasi teknologi kecerdasan buatan (AI) dan Internet kebendaan (IoT) bagi meningkatkan hasil tuaian. Ianya menghasilkan antara enam hingga 10 tan sehektar bagi satu musim.  #KitaSelangor   https://t.co/kF2RKbzRXe  https://t.co/AGOEwmGnHA,Positif
734,2023-03-09 15:33:31 SE Asia Standard Time,sevthian_rn,"@JulBayur3 Inilah salah satu manusia tolol tukang adu domba sana sini. Otak pake bang. Udah saatnya berpegangan tangan hadapi hari esok bersama. Ini Masih aja ngurusin cebong kadrun kamfret. Orang udh ngbrolin Mars, teknologi AI. Pake otaknya bang.",error
735,2023-03-09 13:47:18 SE Asia Standard Time,fendhyphalaloy,@CryptoGPT__org  ini adalah aset masa depan dimana AI bertemu dengan teknologi blokchain yang revolusioner... Mari bergabung 🔥🔥🔥,Positif
736,2023-03-09 12:54:20 SE Asia Standard Time,jksntn,"Gokil juga ya teknologi AI ini, video vhs bisa diupscale kayak gini   credit:  https://t.co/eUJKneuZyc  oiya video AI buat upscalenya pake @topazlabs  https://t.co/GZAeJ2WxeG",Positif
737,2023-03-09 10:49:13 SE Asia Standard Time,restingbitch_00,"@officialJKT48 mengarah ke genre alternatif timur tengah begitu ya bang, mnrt gue ini udah lumayan, emg semestinya ada trailer seperti ini, knp? buat memantik rasa ingin tau audiens? MV nya mending diolah sama yg bikin free fire/ ke thai disana teknologi filtering visual AI sdh cukup bagus",Netral
738,2023-03-09 10:26:13 SE Asia Standard Time,loisstefania,"Inovasi 1. Penggunaan teknologi AI dan mesin pembelajaran untuk menghasilkan berita secara otomatis, mengotomatiskan beberapa tugas jurnalis seperti menulis berita, membuat ringkasan berita, menganalisis data, dan sebagainya.  https://t.co/ZJM9sk2uZq",Positif
739,2023-03-09 08:10:19 SE Asia Standard Time,voidotid,"Artificial Intelligence (AI) merupakan teknologi yang semakin berkembang pesat dalam beberapa tahun terakhir. Dalam banyak aspek kehidupan, AI sudah ba...  https://t.co/87CjdeXDVu",error
740,2023-03-09 07:59:26 SE Asia Standard Time,hypeabisid,"Konser Musik dengan Teknologi AI dan Metaverse Kian Marak, dari Ariana Grande hingga Glenn Fredly  https://t.co/oDy9LwlVdc  https://t.co/eCN67Uxd55",Positif
741,2023-03-09 06:28:39 SE Asia Standard Time,hariankompas,"Tentu saja, tidak semua orang harus belajar teknologi informasi. Tidak semua orang harus mampu memahami bahasa pemrograman. Yang dibutuhkan adalah, kemampuan  “menari” bersama AI dengan  tepat pada waktu yang pas.   https://t.co/81JTsNAaHF   #Kolom #AdadiKompas",error
742,2023-03-09 06:23:31 SE Asia Standard Time,kompasdata,"Tentu saja, tidak semua orang harus belajar teknologi informasi. Tidak semua orang harus mampu memahami bahasa pemrograman. Yang dibutuhkan adalah, kemampuan  “menari” bersama AI dengan  tepat pada waktu yang pas.   https://t.co/Y2RiBkp8Ea  #Opini #AdadiKompas",error
743,2023-03-09 04:27:38 SE Asia Standard Time,arbnnathan,"Teknologi sekarang makin canggih, orang bisa aja bermodal photoshop merubah segalanya, ditambah ada AI. Hati hati aja sekarang kalau post foto di sosmed atau pap kirim ke orang",Negatif
744,2023-03-09 03:40:04 SE Asia Standard Time,cipaimasta,@ciraplaici @igtdz4ira Zaman skrg teknologi dah canggih. 1 click je dh boleh ubah macam2. Ai very very genius 💃🏻 banyak apps utk face swap,Positif
745,2023-03-09 01:58:44 SE Asia Standard Time,loisstefania,AI dan Machine Learning merupakan teknologi yang semakin diperlukan dalam dunia jurnalisme.  https://t.co/ksncAE67XC,Positif
746,2023-03-08 23:42:02 SE Asia Standard Time,infokomputer,Microsoft integrasikan teknologi AI ChatGPT ke banyak alat pengembang -  https://t.co/Gn7JicC37P  https://t.co/aXqI4MzpLe,Netral
747,2023-03-08 22:55:53 SE Asia Standard Time,udashafiq,"@TerjemahanAmino Uda mungkin silap. Belum benar-benar mengenali apl ChatGPT.  Jika ChatGPT menjana sendiri jawapannya menggunakan pembelajaran mesin, itu hasil teknologi kecerdasan buatan.  Jika pantun Inggeris tersebut hanya janaan carian data seperti enjin Google, itu belum sepenuhnya AI.",Netral
748,2023-03-08 20:25:10 SE Asia Standard Time,termatcha,"3.0 ini kan mau ubah sistem biar penjualan album &amp; cbnya ga lelet, kakao ini bakal join ngurusin SM alias join internal manajemen SM. termasuk provide teknologi utk debutin new AI group &amp; bikin konten SMCU biar makin menarik.  bs hybe provide? ngga. idol metaverse jg blm ada kan?  https://t.co/Igl0oXyfTA",Positif
749,2023-03-08 20:11:06 SE Asia Standard Time,harian_jogja,Tropmed UGM Gunakan Teknologi AI untuk Deteksi Pasien TB  https://t.co/nS8biKe95Y #beritajogja #jogja #jogjaistimewa  https://t.co/1fp0GOFHbL,Positif
750,2023-03-08 19:54:48 SE Asia Standard Time,soyacincaubm,Scammer sekarang mahir teknologi. Pandai guna AI untuk tiru suara orang yang kita sayang. Jaga-jaga tau!  https://t.co/zsD1NDQRow,Negatif
751,2023-03-08 19:34:27 SE Asia Standard Time,mntzkth_,"misi, mau nanya, no salty ya, aktuaria itu bakalan bisa diganti robot atau ai (teknologi) ga? serius nanya, terima kasih sebelumnya 🙏",Negatif
752,2023-03-08 19:00:02 SE Asia Standard Time,hariankompas,Teknologi kecerdasan buatan atau artificial intelligence (AI) bisa membawa potensi sekaligus ancaman bagi bisnis di Indonesia.   https://t.co/Mm1NjZmMRx  #VideoBerita #AdadiKompas,Netral
753,2023-03-08 18:51:33 SE Asia Standard Time,hiteknodotcom,"Manfaatkan Teknologi AI, Prodia Digital Indonesia Rilis Aplikasi Kesehatan U by Prodia  https://t.co/sb1KLewmLz",Positif
754,2023-03-08 18:12:11 SE Asia Standard Time,yisizonedx,"krn akhir2 ini org2 rame bahas soal per kakao an dan ku juga penasaran sama ni perusahaan sampai ada pihak lain butuh teknologi mereka, yodah ku cari tahu. Pantesan akhir2 ini mereka kek gencar bgt buat acara atau grup AI, ternyata emg keknya sekarang ini mereka lagi fokus sama -  https://t.co/GO36BJcCmA",Netral
755,2023-03-08 18:01:32 SE Asia Standard Time,spills_media,"Konser tersebut merupakan perwujudan rencana dari Glenn, sebelum pergi untuk selamanya pada April 2020 lalu. Hal menarik lainnya dari konser ini adalah akan menampilkan sosok Glenn Fredly dalam balutan teknologi hologram dengan bantuan AI dan Computer Generated Imagery.",Positif
756,2023-03-08 17:50:05 SE Asia Standard Time,kalderanews,"Indonesia Sumber Data-Big Data, Jadi Incaran Teknologi AI  https://t.co/r8DB6pxU1D",Netral
757,2023-03-08 17:13:44 SE Asia Standard Time,ellenskik,"Kolaborasi bersama Microsoft, Telkomsel boyong teknologi AI Microsoft Azure demi kepuasan pelanggan.   #DigitalBisa #UntukIndonesiaLebihBaik  @Telkomsel @KemenBUMN @erickthohir  https://t.co/MNZLLgaB5Z",Positif
758,2023-03-08 17:01:30 SE Asia Standard Time,binusalumni,"Taukah kalian bahwa kemajuan teknologi, khususnya AI (Artificial Intelligence) dapat dimanfaatkan di dunia akademik. Salah satunya adalah ChatGPT. Sebagai mahasiswa, kalian harus tau apa itu ChatGPT dan bagaimana bisa membantu kelancaran perkuliahanmu.  https://t.co/6PWCVKJIDn",Positif
759,2023-03-08 16:58:16 SE Asia Standard Time,salvok15,Telkomsel boyong teknologi AI Microsoft azure demi kepuasan para pelanggan   #DigitalBisa #UntukIndonesiaLebihBaik  @Telkomsel @KemenBUMN @erickthohir  https://t.co/NaLIG3EeEQ,Positif
760,2023-03-08 16:43:53 SE Asia Standard Time,salvok15,Telkomsel boyong teknologi ai microsoft demi kepuasan pelanggan  #DigitalBisa #UntukIndonesiaLebihBaik  @Telkomsel @KemenBUMN @erickthohir  https://t.co/4K7SXoytdo,Positif
761,2023-03-08 16:15:59 SE Asia Standard Time,7kata,"berusaha yang terbaik. Untuk kepuasan pelanggan, Telkomsel boyong Teknologi AI Microsoft Azure. @Telkomsel @KemenBUMN @erickthohir #DigitalBisa #UntukIndonesiaLebihBaik  https://t.co/ZNCeOYFUGn",Positif
762,2023-03-08 16:14:26 SE Asia Standard Time,nakula54321,"Jangan sampai kelewatan loh. Untuk kepuasan pelanggan, Telkomsel boyong Teknologi AI Microsoft Azure. @Telkomsel @KemenBUMN @erickthohir #DigitalBisa #UntukIndonesiaLebihBaik  https://t.co/p75Qb76VCA",Positif
763,2023-03-08 16:14:12 SE Asia Standard Time,nakula54321,"Nih, info sangat bermanfaat sekali! Untuk kepuasan pelanggan, Telkomsel boyong Teknologi AI Microsoft Azure. @Telkomsel @KemenBUMN @erickthohir #DigitalBisa #UntukIndonesiaLebihBaik  https://t.co/yQYdwmnjgC",Positif
764,2023-03-08 16:11:51 SE Asia Standard Time,arjuna12346,"Semoga aja menjadi yg terbaik! Untuk kepuasan pelanggan, Telkomsel boyong Teknologi AI Microsoft Azure. @Telkomsel @KemenBUMN @erickthohir #DigitalBisa #UntukIndonesiaLebihBaik  https://t.co/lMbaKSxUQK",Positif
765,2023-03-08 16:11:40 SE Asia Standard Time,arjuna12346,"Mantap banget yah! Untuk kepuasan pelanggan, Telkomsel boyong Teknologi AI Microsoft Azure. @Telkomsel @KemenBUMN @erickthohir #DigitalBisa #UntukIndonesiaLebihBaik  https://t.co/KYqqHtplNu",Positif
766,2023-03-08 15:55:43 SE Asia Standard Time,hariankompas,"Teknologi kecerdasan buatan atau artificial intelligence/AI telah mengubah cara manusia melakukan pekerjaan. Simak rangkaian liputan khusus tentang ""Masa Depan Manusia"" di harian Kompas ( https://t.co/Z6bhYbEJRg).   https://t.co/QvtbxpYCCr  #JurnalismeMencerahkan #AdadiKompas  https://t.co/8mO6tXEBon",error
767,2023-03-08 15:53:58 SE Asia Standard Time,bankmegaid,Sekilas inpo dari kecanggihan teknologi AI (bukan Anak Intern)  https://t.co/wwJ1B5aNYV,Positif
768,2023-03-08 15:46:53 SE Asia Standard Time,arybandung,"Biaya membangun infrastruktur AI dan workforcenya bergantung pd ukuran dan kompleksitas, lokasi geografis, jg SDM dan teknologi.  - Tempat - Perangkat keras dan perangkat lunak - SDM dr ilmuwan sampai karyawan - Pelatihan dan sertifikasi - Biaya operasional",Netral
769,2023-03-08 15:24:17 SE Asia Standard Time,muslimf," https://t.co/v7O8CTFeYw perang pencucian uang haram kejahatan korupsi, narkotika, perjudian dll ideal secara nasional terus menerus dan dibantu teknologi canggih ""AI"" dan peraturan tegas laporan kekayaan @DPR_RI @jokowi @mohmahfudmd @PolhukamRI @KemenkeuRI @PPATK @bank_indonesia",Positif
770,2023-03-08 15:15:48 SE Asia Standard Time,tunnov,"@AbasBalapradana @JohnySibuea @jokowi @BoyRembaya Lembaga pengawasan harus diupgrade, pakai  teknologi AI. Transaksi cash basis dikurangi kalau bisa ditiadakan",Positif
771,2023-03-08 15:14:19 SE Asia Standard Time,kumparan,"24 miliar dolar AS kemudian, Meta malah ikutan raksasa teknologi lain untuk garap kecerdasan buatan (AI).  https://t.co/ZsMLANVCaE",Netral
772,2023-03-08 15:02:55 SE Asia Standard Time,kalderanews,"Indonesia Sumber Data-Big Data, Jadi Incaran Teknologi AI -  https://t.co/ha58HQKW77",error
773,2023-03-08 14:31:52 SE Asia Standard Time,binuscareer,"Hi Binusian, Taukah kalian kemajuan teknologi, khususnya AI (Artificial Intelligence) dapat dimanfaatkan didunia akademik. Salah satunya adalah ChatGPT. Registrasi:  https://t.co/vBH4Mho5rO Benefit: - SAT Points - Merchandise - Free Online Udemy Course - Limited Discount Bootcamp  https://t.co/6bHs3xokbr",Positif
774,2023-03-08 12:52:30 SE Asia Standard Time,atiiq_azman,@brgsjks yg kiri tu nmpak sngt ai generated..haha...natang btul teknologi skrg ni...,Negatif
775,2023-03-08 12:49:43 SE Asia Standard Time,kompasdata,AI juga mengalami lonjakan teknologi dalam kemampuan memahami bahasa manusia. Ambisi untuk menyempurnakan kemampuan AI dalam memproses bahasa manusia semakin nyata terwujud pada 2020.    https://t.co/fQY1CaZBgX  #Riset #AdadiKompas,Positif
776,2023-03-08 11:30:02 SE Asia Standard Time,powertel_ind,Cara Menggunakan ChatGPT Lewat Ponsel  #infointernet #seputarinternet #infoteknologi #teknologi #chatgpt #chatgptbot #chatgpttutorial #chatbot #ai #artificialintelligence #openai #aitools #teknologimasadepan #teknologicanggih #akseshp #powertelid  https://t.co/Zp44xSuSOH,error
777,2023-03-08 09:50:37 SE Asia Standard Time,indo_mostviral,"Komentar Bos Tesla, Elon Musk Soal Banyak Orang yang Beralih Dari Kripto ke Teknologi AI  https://t.co/Hza9UN8DIH",error
778,2023-03-08 09:13:18 SE Asia Standard Time,kompascom,"Kecerdasan buatan atau AI masih jadi perbincangan hangat. Namun, AI diramal akan menjadi barang kuno dan diganti oleh teknologi Organoid Intelligence.  https://t.co/RiSMPqe9AA",Netral
779,2023-03-08 08:57:48 SE Asia Standard Time,motulz,"Siap-siap.. mau sharing ttg manfaat AI buat anak sekolah, memadukan kreativitas, kebudayaan, dan teknologi..  yuk cus!  https://t.co/HTFng4adtW",Positif
780,2023-03-08 08:50:50 SE Asia Standard Time,abimalaysia,"DigitALL: Innovation and technology for gender equality yang mengiktiraf sumbangan wanita dalam STEM dan teknologi digital seperti AI, Big Data dll.   Pada masa yang sama mengajak seluruh masyarakat termasuk wanita berusaha menjadikan dunia digital yang lebih selamat,",error
781,2023-03-08 07:09:43 SE Asia Standard Time,gifaryger,"Mnrt gw, sebelum ke manusia, perlu diperjelas dulu: apakah AI &amp; teknologi terkait mampu menyelesaikan masalah inheren dari teknologi itu sendiri?. Misalnya, potensi pelanggaran privasi. In short, bisakah AI menyelesaikan potensi masalah yg ditimbulkannya sendiri?.",Netral
782,2023-03-08 07:09:42 SE Asia Standard Time,gifaryger,"Narasi ttg AI &amp; teknologi terkait, sering dilihat dari dampak baik &amp; buruknya bagi manusia. Seperti memudahkan pekerjaan atau bahkan menggantikan pekerjaan manusia.  https://t.co/QMb8E6YuOp",Netral
783,2023-03-07 22:41:07 SE Asia Standard Time,_hooman6,Apapun kebingungannya AI chatgpt jawabannya😂 haha terimakasih teknologi,Positif
784,2023-03-07 21:13:55 SE Asia Standard Time,risput_lagi,"segala nge tweet sekarang ada chat sonic nya, pertanda teknologi AI menguasai dunia soon ga nih",Negatif
785,2023-03-07 20:45:53 SE Asia Standard Time,krishjogja,"@elkrova Dan sekarang saat di benua lain mikirin teknologi robot dan AI, disini malah mikirin agama",error
786,2023-03-07 20:13:11 SE Asia Standard Time,milenialis_id,"3. Menjelajahi Topik yang Menarik  Di luar kuliah, mahasiswa boleh, kok, memakai AI ini untuk menjelajahi topik lainnya. Budaya populer, info tempat wisata, wawasan teknologi, atau hal menarik lain bisa dijelajahi dengan AI multiguna ini. Ya, hitung-hitung bisa menambah wawasan.  https://t.co/UT2rQHn3Ak",Positif
787,2023-03-07 19:48:08 SE Asia Standard Time,imsyarifhidayat,@CNNIndonesia Jangan bicara soal teknologi AI kalau KTP aja masih harus fotokopi.,Negatif
788,2023-03-07 19:46:43 SE Asia Standard Time,aryprasetyo85,"Nyaris Bangkrut, NVIDIA Berevolusi dari Gaming, Kripto, Hingga ChatGPT yang Mengguncang Peradaban  Nvidia perusahaan Kartu grafis membuat terobosan terbesar dengan memproduksi GPU berkinerja tinggi yang menjadi otak dibalik teknologi AI. Sempat akan bangkrut, Nvidia berevolusi…  https://t.co/nldBOy8LFB",Netral
789,2023-03-07 19:20:45 SE Asia Standard Time,melekmedia,"Generative AI adalah istilah umum untuk tren teknologi kecerdasan buatan (artificial intelligence) dengan algoritme pembelajaran tanpa pengawasan (unsupervised) untuk memproduksi gambar digital, video, audio, teks, ataupun kode baru   https://t.co/latppPzq3D",Netral
790,2023-03-07 18:47:54 SE Asia Standard Time,aliefwikarta,"5/6: Kendaraan listrik memiliki fitur-fitur canggih seperti regenerasi energi saat pengereman, yang dapat mengubah energi kinetik menjadi energi listrik untuk mengisi ulang baterai. Selain itu, juga penggunaan teknologi AI dalam pengaturan daya baterai dan pengelolaan energi",Positif
791,2023-03-07 18:41:13 SE Asia Standard Time,snapdragon_id,"Kecerdasan laptop Windows On Snapdragon tak lepas dari peran penting Qualcomm® AI Engine, lho! 😎  Seberapa penting sih peran teknologi kecerdasan buatan dari @Qualcomm ini di laptop yang pakai #Snapdragon?  Langsung swipe 👉 di #SnapdragonDigest kali ini yuk untuk cari tau!",Positif
792,2023-03-07 18:34:06 SE Asia Standard Time,sunditama,"@susipudjiastuti Pimpin teknologi AI ASEAN tapi berantas scam serta penipuan berbasis SMS, WhatsApp masih amburadul. Ditambah database penting pada bocor pula.",error
793,2023-03-07 18:05:56 SE Asia Standard Time,madlymadcaca,@DadOfMyOwnAngel @tanyakanrl Ini bener bgt soal bahan coli. Pacar gue nyimpen foto temen nya yg juga adek kelas gue buat jadi bacol dia terus pake teknologi Ai buat bikin beneran bugil. 😢,Negatif
794,2023-03-07 17:43:31 SE Asia Standard Time,cryptonewsina,Jangan lewatkan potensi #koinkripto #kecerdasanbuatan (AI)! Yang menggabungkan teknologi blockchain dan AI untuk mengoptimalkan kecepatan  Selengkapnya :  https://t.co/sKoK4vjGjg,Netral
795,2023-03-07 16:59:13 SE Asia Standard Time,_rusabetina_,ai ORANG KAYA MANA YG GATAU NAMANYA TEKNOLOGI GAYUNG?? HEEHH,error
796,2023-03-07 16:10:58 SE Asia Standard Time,cnnindonesia,"RI Diproyeksikan Pimpin Teknologi AI ASEAN, Serangan Siber Makin Liar?  https://t.co/yqUl8HseWT",Negatif
797,2023-03-07 15:14:03 SE Asia Standard Time,maliklentera,"Sepertinya teknologi AI akan bisa membantu membaca jaringan ini, ato jangan-jangan malah sudah pake AI.",Netral
798,2023-03-07 14:20:07 SE Asia Standard Time,hariankompas,"""Teknologi itu bertujuan membuat hidup manusia lebih efektif dan produktif. AI hanya simbolisasi dari human intelligence. Jadi, pusatnya tetap ada pada manusia itu sendiri."" - CTO @tokopedia, Herman Widjaja  #JurnalismeMencerahkan #AdadiKompas  https://t.co/sYlvUzdCVb",Positif
799,2023-03-07 14:12:34 SE Asia Standard Time,hariankompas,"""AI itu teknologi untuk membantu manusia. Manusia tidak akan pernah tergantikan dari segi sosial. Kita hidup berdampingan dengan AI demi meningkatkan kualitas hidup."" -Vice President Business Intelligence and Analytics @Telkomsel, Tina Lusiana  #JurnalismeMencerahkan #AdadiKompas  https://t.co/fv1Mei3BAh",Positif
800,2023-03-07 13:35:02 SE Asia Standard Time,wartaekonomi,"Inovasi Teknologi Selalu Bikin Dunia Panik, Miliarder AS: Kehadiran AI Bukan Penyebab Pengangguran Meningkat  https://t.co/8EWuJKr02f",Positif
801,2023-03-07 13:28:17 SE Asia Standard Time,soyacincaubm,Scammer sekarang mahir teknologi. Pandai guna AI untuk tiru suara orang yang kita sayang. Jaga-jaga tau!  https://t.co/jJgSoutcz1,Negatif
802,2023-03-07 13:12:20 SE Asia Standard Time,albertnicop,Dengan adanya AI peningkatan efisiensi dalam pengumpulan informasi dapat membantu jurnalis dalam mengumpulkan informasi lebih cepat dengan menggunakan teknologi seperti web scraping.,Positif
803,2023-03-07 12:55:08 SE Asia Standard Time,jelapangnews,"Contohi pesawah Selangor urus sawah guna teknologi AI, IoT  https://t.co/3R8vlZlMb8  https://t.co/pfWPaxdHFR",Positif
804,2023-03-07 12:37:08 SE Asia Standard Time,gnolbo,"setelah ngobrol, jadi bisa lebih spesifik jika ingin melakukan pembacaan lebih serius terhadap rujukan2 tertentu. teknologi ini saya kira melampaui sekadar ""bisa bikin esai tinggal dibikinin AI.""  https://t.co/BemC40ZF7e",Positif
805,2023-03-07 12:21:36 SE Asia Standard Time,beritakinib,Gaji jurutera perisian di Singapura mencecah rekod tertinggi;  permintaan untuk kemahiran AI meningkat dalam sektor teknologi -,Positif
806,2023-03-07 12:05:32 SE Asia Standard Time,technologueid,Biokomputer: Teknologi Masa Depan untuk Kecerdasan Buatan?  #ArtificialIntelligence #Teknologi #KecerdasanBuatan #KecerdasanArtifisial #TeknologiAI #InovasiTeknologi #Biokomputer  https://t.co/PKhQiitInf  https://t.co/62hSItL5k1,error
807,2023-03-07 11:37:08 SE Asia Standard Time,kilasselular,"Teknologi AI Ramai, Kaspersky: Waspada Ancaman Kejahatan Baru  https://t.co/e97yNbkVRM  https://t.co/xVlss6dkxz",Negatif
808,2023-03-07 11:25:05 SE Asia Standard Time,invesmediaid,"Bos perusahaan teknologi Meta, Mark Zuckerberg baru saja mengumumkan bahwa pihaknya akan mengubur proyek metaverse, dan beralih fokus pada (...)  [SELENGKAPNYA TAB LINK DI STORY ATAU TAB LINK DI BIO/PROFILE UNTUK MEMBACA ARTIKEL TERKINI]  #teknologi #AI #metaverse #tren #beralih",error
809,2023-03-07 10:10:51 SE Asia Standard Time,wahed_malaysia,Bila teknologi AI jawab pertanyaan korang be like...🤓  https://t.co/k96fJhus6q,error
810,2023-03-07 09:38:13 SE Asia Standard Time,utusanborneo,"Contohi pesawah Selangor urus sawah guna teknologi AI, IoT  https://t.co/v2KcEfIvku  https://t.co/Pfh2V6Ss9m",Positif
811,2023-03-07 09:35:05 SE Asia Standard Time,mediaindonesia,Teknologi AI Berpotensi Picu Serangan Siber   https://t.co/WhQ4hnljrD,Negatif
812,2023-03-07 09:31:39 SE Asia Standard Time,inilahdotcom,"CEO Twitter, Elon Musk tengah mendekati peneliti teknologi kecerdasan buatan (AI) untuk membentuk laboratorium penelitian baru guna mengembangkan alternatif dari ChatGPT OpenAI.  Elon Musk telah merekrut Igor Babuschkin, peneliti yang baru keluar dari unit DeepMind AI Alphabet.  https://t.co/XyBtCJZRCK",Netral
813,2023-03-07 08:57:02 SE Asia Standard Time,pananosic,"Jeung, kara inget bahela ku katinggaleuna teknologi hp jeng mineng rusak wae. Nepika pernah rek chattingan jeng awewe ge nebeng ka hp barudak 😂  Diajak apel awewe mumul wae, da ngarumasa era teu nyekel duit2 acan komo motor. Rek apel kanu naon jeng kamana coba ai kitu mah 😂😂",error
814,2023-03-07 08:21:04 SE Asia Standard Time,merdekadotcom,Elon Musk Akui Stres Gara-gara AI Sampai sebut Teknologi yang Berbahaya  https://t.co/3AbAbdbQrC,Negatif
815,2023-03-07 07:50:39 SE Asia Standard Time,wjtodaycom,Teknologi AI Dinilai Bawa Potensi Sekaligus Ancaman Bagi Bisnis di Indonesia  https://t.co/c72iEalRVA,Negatif
816,2023-03-07 06:34:15 SE Asia Standard Time,cianjurtoday_,Terungkap! Inilah Alasan Sebenarnya Mengapa Elon Musk Lebih Tertarik pada Teknologi AI daripada Uang Kripto  https://t.co/fs7ldLVuXX,Netral
817,2023-03-07 05:46:21 SE Asia Standard Time,madebysunshine7,"Emang chatgpt usefull bgt buat bantu ngerjain tugas, teknologi AI gak masuk akal kalo di implementasi ke ranah yang lebih luas",Positif
818,2023-03-07 01:26:55 SE Asia Standard Time,ggdto,"setelah ngobrol sama temenku IT, tercerahkan bgt masalah AI, ngeri bgt uy ternyata AI ini uda kaya otak manusia sempurna, dulu aku mikir AI cuma bisa kerja sesuai perintah kita sekrang AI ada juga yang punya otak buat kreatif juga, uda gila ini teknologi",Netral
819,2023-03-07 00:35:41 SE Asia Standard Time,dailycyberaya,"""AI Kills Job"" definisi ini sungguh tepat untuk Constructor Geng, besarnya peranan AI pada canggihnya teknologi Cyberaya berdampak besar pada sebagian mereka yang tidak bisa mengikuti kemajuan kota tersebut,secara garis besarnya telah merampas pekerjaan manusia seiring waktu.  https://t.co/qYPMLYnbUr",Negatif
820,2023-03-06 23:00:37 SE Asia Standard Time,tempodotco,"Top 3 Tekno Berita Hari Ini: Kritik Sekolah Jam 5 Pagi, Bahaya Teknologi AI  https://t.co/NVBTzefYz3 #TempoTekno",Negatif
821,2023-03-06 22:25:34 SE Asia Standard Time,kompasiana,Membuat Konten dengan Memanfaatkan Teknologi AI  https://t.co/zQxWACAOQW,Positif
822,2023-03-06 21:55:21 SE Asia Standard Time,agoesrifai555,CARA MUDAH MEMBUAT POSTINGAN BLOG MENGGUNAKAN TEKNOLOGI AI  https://t.co/FDtfBwZAeC lewat @YouTube,Positif
823,2023-03-06 19:40:01 SE Asia Standard Time,wartaekonomi,"Telkomsel Gandeng Microsoft, Integrasikan Teknologi AI untuk Tingkatkan Pengalaman Pelanggan  https://t.co/OwSSyNJ8Kt",Positif
824,2023-03-06 19:17:42 SE Asia Standard Time,arybandung,#NAME?,error
825,2023-03-06 19:12:37 SE Asia Standard Time,arybandung,Mempelajari #ArtificialIntelligence (#AI) tdk sulit tp membutuhkan pemahaman yg mendalam ttg konsep dan prinsip dasar di balik teknologi ini. Bbrp langkah yg dpt diambil untuk mempelajari #KecerdasanBuatan scr detil: .,Netral
826,2023-03-06 19:00:03 SE Asia Standard Time,cnnindonesia,ChatGPT menyedot perhatian publik karena menjawab sejumlah pertanyaan sulit. Platform berbasis teknologi AI ini dinilai dapat mengambil alih sejumlah pekerjaan.  https://t.co/0xDZryRiHq #Analisis #CNNIndonesia  https://t.co/Z8lR9RNTLv,Negatif
827,2023-03-06 18:49:41 SE Asia Standard Time,wifebdg,Image generating menggunakan teknologi AI. 🙂 IG : Imagineartid  https://t.co/hdKQIemNnE,error
828,2023-03-06 18:48:36 SE Asia Standard Time,arybandung,"Kecerdasan Buatan bkn ttg menggantikan manusia, tpg meningkatkan kemampuan kita dan membuat dunia menjadi tempat yg lebih baik. Menggunakan kekuatan AI dan teknologi lainnya untuk masa depan kemanusiaan yg lebih baik. #AI #KecerdasanBuatan #ArtificialIntelligence #Inovasi .  https://t.co/DU3N9kCwxn",Positif
829,2023-03-06 18:33:16 SE Asia Standard Time,rasarabu,Ini sebenarnya adalah teknologi lama. Tapi memang kala itu AI belum jadi kecap.   Dulu bahkan ada yg cukup menarik bikin dengan ngegrab semua foto free lisensi dan dikategorikan berdasarkan pose. Tapi ya mungkin karena terlalu cepat dan tidak tepat momen keluarnya,Netral
830,2023-03-06 18:01:31 SE Asia Standard Time,validnewsid,"Saat ini teknologi chatbot banyak digunakan oleh pebisnis karena menurut mereka teknologi ini sangat efisien. Menurut Forbes, sekitar 80% pebisnis di dunia yang mulai mengandalkan Chatbot untuk meningkatkan pengalaman pelanggan.  #chatbot #openai #ai #bisnis #infobisnis  https://t.co/dYfq101KfJ",Positif
831,2023-03-06 17:47:54 SE Asia Standard Time,sft93inseong,Eternity merupakan girl band virtual hasil besutan perusahaan AI bernama Pulse9. Pulse9 menggunakan teknologi deep real AI untuk mengembangkan 11 karakter Eternity ini.,Netral
832,2023-03-06 17:33:15 SE Asia Standard Time,bernamadotcom,"Contohi pesawah Selangor urus sawah guna teknologi AI, IoT- @MSabu_Official    https://t.co/vF2o2OfOQi  https://t.co/Zt7uyTSXps",error
833,2023-03-06 16:44:03 SE Asia Standard Time,inilahdotcom,"Miliarder pendiri Tesla, Elon Musk dilaporkan telah mendekati peneliti teknologi kecerdasan buatan (AI) dalam beberapa minggu terakhir untuk membentuk laboratorium penelitian baru guna mengembangkan alternatif dari ChatGPT OpenAI, demikian dilaporkan…  https://t.co/dpvPVb01Aw",Netral
